"","price","area","bedrooms","bathrooms","stories","parking","mainrbinary","groombinary","basementbinary","hwaterbinary","acbinary","prefareabinary","priceVarea_predONtrain","priceVarea_levelLog_predONtrain","poly_priceVarea_predONtrain","spline_priceVarea_predONtrain","basemulti_predONtrain","ridge_model_predONtrain","svm_predONtrain","svm_tuned_predONtrain","CART_predONtrain","tunedCART_predONtrain","gradboost_predONtrain","boost_tune_predONtrain","logit_bin_predONtrain","probit_bin_predONtrain","classif_CART_predONtrain..pred_0","classif_CART_predONtrain..pred_1","classif_tunedCART_predONtrain..pred_0","classif_tunedCART_predONtrain..pred_1","classif_gradboost_predONtrain..pred_0","classif_gradboost_predONtrain..pred_1","classif_boost_tune_predONtrain..pred_0","classif_boost_tune_predONtrain..pred_1"
"11",3360,3720,2,1,1,0,0,0,0,0,1,0,4039.45242746544,4069.36440853522,3990.50809555376,4057.5603426939,4108.68045431714,4143.18465758868,4338.99752124771,4338.99654062255,3402.05588235294,3358.32,3417.69580078125,3880.33032226562,0.156633294068986,0.0372663982297707,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.741716682910919,0.258283317089081,0.848302662372589,0.151697337627411
"12",3360,3750,3,1,1,0,1,0,0,0,0,0,4054.22725339843,4091.24911900387,4010.7043788718,4077.56414382507,3244.36370220872,3297.08917911481,4338.06006525587,4338.05810407755,3402.05588235294,3358.32,3159.04321289062,3045.12866210938,0.156633294068986,0.0372663982297707,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.741716682910919,0.258283317089081,0.848302662372589,0.151697337627411
"13",3325,4040,2,1,1,1,1,0,0,0,0,0,4197.0505707506,4294.2038142471,4202.93636827996,4270.43224909378,3356.9342583293,3404.40110528362,4336.93578974621,4336.91503653709,3402.05588235294,3358.32,3420.3232421875,3459.91430664062,0.154272106391716,0.0362774575671305,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.878220975399017,0.121779024600983,0.848302662372589,0.151697337627411
"14",3325,4775,4,1,2,0,1,0,0,0,0,0,4559.0338061087,4749.62406403778,4665.80038907875,4741.66366043188,4082.04025281927,4104.94974717945,4338.99489231275,4338.99288361879,4153.15384615385,3641.05,3301.10131835938,4043.94067382812,0.175527380705342,0.119397289354975,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.945832252502441,0.0541677474975586,0.867349565029144,0.132650434970856
"15",3290,2500,2,1,1,0,0,0,0,0,1,0,3438.60950619078,2986.5059896818,3119.91355743767,3257.02094989846,3635.1077699478,3691.73448543027,4338.99752124766,4338.99654062234,3402.05588235294,2615.27954545455,3289.1357421875,3441.87036132812,0.151940100144401,0.0353101044236896,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.77864146232605,0.22135853767395,0.848302662372589,0.151697337627411
"16",3290,6060,3,1,1,0,1,1,1,0,0,0,5191.88885023816,5398.94694356917,5391.14750854154,5399.75434434813,4141.04640785887,4151.88417721804,4338.00030946482,4338.00040654292,5118.43181818182,5005,3766.390625,4287.05712890625,0.151940100144401,0.0353101044236896,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.77864146232605,0.22135853767395,0.848302662372589,0.151697337627411
"17",3290,3480,4,1,2,1,0,0,0,0,0,0,3921.25382000158,3887.65496846473,3826.84387473388,3897.66615640239,3579.35449359116,3625.74649066704,4336.22276519432,4336.20978236689,3402.05588235294,3851.86666666667,3386.17724609375,3458.3359375,0.172939776916747,0.11696490810019,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.931861400604248,0.068138599395752,0.867349565029144,0.132650434970856
"18",3290,3792,4,1,2,0,1,0,0,0,0,0,4074.91200970461,4121.59537165926,4038.88145765086,4105.56395328488,3700.46488500365,3741.19932157968,4338.99752124771,4338.99654062255,3402.05588235294,3851.86666666667,3374.80419921875,3900.91748046875,0.172939776916747,0.11696490810019,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.931861400604248,0.068138599395752,0.867349565029144,0.132650434970856
"19",3290,2145,3,1,2,0,1,0,1,0,0,1,3263.77406598381,2569.22541507654,2848.51719258625,3029.99961896363,3061.14176110504,3131.74158916583,4335.27726311578,4335.26016589526,3402.05588235294,3514.29166666667,3388.68310546875,3079.79150390625,0.172939776916747,0.11696490810019,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.931861400604248,0.068138599395752,0.867349565029144,0.132650434970856
"20",3290,5880,3,1,1,1,1,0,0,0,0,0,5103.23989464026,5316.79101675544,5295.96974088813,5325.45528445965,4071.17502819782,4085.27677476844,4338.21418432636,4338.23241770532,4153.15384615385,3893.225,3429.66772460938,3885.09936523438,0.151940100144401,0.0353101044236896,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.77864146232605,0.22135853767395,0.848302662372589,0.151697337627411
"21",3255,4500,2,1,1,0,0,0,0,0,0,0,4423.59790172302,4588.00823136057,4496.70770794625,4570.05402337512,3535.49445079643,3574.62002265482,4335.743857835,4335.75255809893,4153.15384615385,3641.05,3485.8876953125,3130.18579101562,0.149637107872595,0.0343640105142714,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.917674124240875,0.0823258757591248,0.848302662372589,0.151697337627411
"22",3255,3930,2,1,1,0,0,0,0,0,0,0,4142.87620899633,4218.98962827087,4130.66060545263,4197.44439888609,3314.23508186977,3363.69658156441,4338.60735270429,4338.58542833205,3402.05588235294,3358.32,3245.9296875,3427.794921875,0.149637107872595,0.0343640105142714,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.917674124240875,0.0823258757591248,0.848302662372589,0.151697337627411
"23",3220,4370,3,1,2,0,1,0,0,0,0,0,4359.57365601342,4508.13731837753,4415.07164810745,4486.64161171099,3924.82964858191,3955.08309166785,4338.99473303067,4338.9926747024,4153.15384615385,3641.05,3195.21166992188,3672.18334960938,0.167855236909248,0.112205972497534,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.919897198677063,0.080102801322937,0.867349565029144,0.132650434970856
"24",3220,2684,2,1,1,1,1,0,0,0,1,0,3529.22843857975,3180.00249410596,3257.37618498587,3375.46820442206,3706.53184693465,3759.82205237875,4338.99752097576,4338.9965399927,3402.05588235294,2615.27954545455,3260.78735351562,3469.61059570312,0.147362956994778,0.0334388484156714,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.772786021232605,0.227213978767395,0.848302662372589,0.151697337627411
"25",3220,4320,3,1,1,1,0,0,0,0,0,0,4334.94894612511,4476.78332675189,4383.38233657135,4454.24763227519,3465.62307113538,3508.01262020522,4338.99752124776,4338.99654062273,4153.15384615385,4316.30769230769,3561.77221679688,4238.51416015625,0.147362956994778,0.0334388484156714,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.772786021232605,0.227213978767395,0.848302662372589,0.151697337627411
"26",3220,3120,3,1,2,0,0,0,0,0,0,0,3743.95590880577,3590.12710450614,3574.36769591888,3659.51093971703,3439.61173426906,3492.53168576784,4337.99752124771,4337.99654062255,3402.05588235294,3514.29166666667,3322.32202148438,3458.3359375,0.167855236909248,0.112205972497534,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.919897198677063,0.080102801322937,0.867349565029144,0.132650434970856
"27",3150,3450,1,1,1,0,1,0,0,0,0,0,3906.47899406859,3864.06493534616,3806.12410284695,3877.72218189294,3127.91140277364,3186.07684169881,4336.10681745565,4336.09770293007,3402.05588235294,3525.08333333333,3235.37231445312,2985.21337890625,0.142900464720515,0.0316500150309971,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.910117149353027,0.0898828506469727,0.901974022388458,0.0980259776115417
"28",3150,3986,2,2,1,1,0,1,1,0,0,0,4170.45588407123,4257.53988760652,4167.55325712183,4234.63893881827,4476.07704249339,4483.16101093612,4338.99750111527,4338.99650219059,4129.04545454545,4129.04545454545,3149.56982421875,4297.20556640625,0.142900464720515,0.0316500150309971,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.910117149353027,0.0898828506469727,0.901974022388458,0.0980259776115417
"29",3150,3500,2,1,1,0,0,0,1,0,0,0,3931.1037039569,3903.26894704027,3840.62474188265,3910.96951727852,3147.32011934615,3204.57889793481,4337.00214427567,4337.00295774946,3402.05588235294,3525.08333333333,2948.57397460938,2985.21337890625,0.142900464720515,0.0316500150309971,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.910117149353027,0.0898828506469727,0.901974022388458,0.0980259776115417
"30",3150,4095,2,1,1,2,1,0,0,0,0,0,4224.13775162774,4331.04635453304,4238.78099915271,4306.79843567345,3378.28384655907,3424.75336714322,4339.65673895202,4339.64202400394,4153.15384615385,4316.30769230769,3449.38745117188,3500.53735351562,0.142900464720515,0.0316500150309971,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.910117149353027,0.0898828506469727,0.901974022388458,0.0980259776115417
"31",3150,1650,3,1,2,0,0,0,1,0,0,0,3019.98943808958,1854.37939564352,2456.49511395709,2714.58011435767,2868.99546703715,2948.57123242942,4338.99752124771,4338.99654062255,3402.05588235294,3514.29166666667,3132.31518554688,3079.79150390625,0.162890743601115,0.107587056783792,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.968338966369629,0.0316610336303711,0.914957523345947,0.0850424766540527
"32",3150,3450,3,1,2,0,1,0,1,0,0,0,3906.47899406859,3864.06493534616,3806.12410284695,3877.72218189294,3567.70926364765,3614.64525692544,4336.10680887618,4336.09769225023,3402.05588235294,3851.86666666667,3612.26708984375,3458.3359375,0.162890743601115,0.107587056783792,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.968338966369629,0.0316610336303711,0.914957523345947,0.0850424766540527
"33",3150,3069,2,1,1,1,1,0,0,0,0,0,3718.8387047197,3545.22183146231,3537.92290121068,3626.02053553238,2980.01698249108,3045.09117318048,4338.98899585237,4338.98543162601,3402.05588235294,2615.27954545455,3139.69311523438,2985.21337890625,0.142900464720515,0.0316500150309971,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.910117149353027,0.0898828506469727,0.901974022388458,0.0980259776115417
"34",3143,4500,3,1,2,0,1,0,0,0,1,0,4423.59790172302,4588.00823136057,4496.70770794625,4570.05402337512,4851.25429372237,4860.38515009692,4335.96758419382,4335.96948747639,4153.15384615385,4685.94,3588.61059570312,4438.51171875,0.162400855231101,0.107132813047828,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.510565221309662,0.489434778690338,0.639025688171387,0.360974311828613
"35",3129,5495,3,1,1,0,1,0,1,0,0,0,4913.6296285003,5132.28392595669,5085.36594458329,5145.22603831354,3921.72791058946,3942.81094175123,4339.4067999192,4339.44348979333,4153.15384615385,3893.225,3260.01025390625,3692.9443359375,0.141583855266183,0.0311290485866554,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.655681610107422,0.344318389892578,0.858064651489258,0.141935348510742
"36",3115,3000,3,1,1,0,0,0,0,0,1,0,3684.85660507384,3483.26510203849,3488.34767695783,3580.82036750261,3829.19493567294,3876.75504779027,4332.50558410814,4332.4761702008,3402.05588235294,2615.27954545455,3101.01318359375,3400.51245117188,0.140711754408295,0.0307856943409368,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.588490307331085,0.411509692668915,0.858064651489258,0.141935348510742
"37",3115,3500,2,1,1,0,1,0,0,0,0,0,3931.1037039569,3903.26894704027,3840.62474188265,3910.96951727852,3147.32011934615,3204.57889793481,4337.00214427567,4337.00295774946,3402.05588235294,3525.08333333333,2948.57397460938,2985.21337890625,0.140711754408295,0.0307856943409368,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.588490307331085,0.411509692668915,0.858064651489258,0.141935348510742
"38",3087,8100,2,1,1,1,1,0,0,0,0,0,6196.57701368104,6189.51047303933,6323.48473757745,5839.74146134711,4932.92204401744,4906.76807164686,4340.44183738606,4340.46513335989,5118.43181818182,5189.85185185185,3161.056640625,4543.0126953125,0.138981030325339,0.0301083891653112,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.959348976612091,0.0406510233879089,0.966034293174744,0.0339657068252563
"39",3080,4500,2,1,2,1,1,0,0,1,0,0,4423.59790172302,4588.00823136057,4496.70770794625,4570.05402337512,3975.29231167045,4003.18843788145,4335.87182564781,4335.87800413883,4153.15384615385,3641.05,3174.3974609375,3603.30883789062,0.1580451936329,0.103106749488463,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.975920796394348,0.0240792036056519,0.970807731151581,0.0291922688484192
"40",3010,3240,3,1,2,2,1,0,0,0,0,0,3803.05521253771,3692.95560245495,3659.45706853524,3738.57658549446,3486.19265404309,3536.93662073424,4338.99752124771,4338.99654062255,3402.05588235294,3851.86666666667,3193.52783203125,3458.3359375,0.153317385699279,0.0987635165389686,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.980121493339539,0.0198785066604614,0.970807731151581,0.0291922688484192
"41",3010,5076,3,1,1,0,0,0,0,0,0,0,4707.2745596363,4916.17965080695,4845.2775236142,4919.62165590051,3759.08286571179,3787.76371049355,4338.99752124771,4338.99654062255,4153.15384615385,3893.225,3001.82202148438,3322.72094726562,0.134313462956976,0.0283092482314075,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.965410828590393,0.0345891714096069,0.966034293174744,0.0339657068252563
"42",3010,3750,3,1,2,0,1,0,0,0,0,0,4054.22725339843,4091.24911900387,4010.7043788718,4077.56414382507,3684.16156308274,3725.65759434144,4338.06006525587,4338.05810407755,3402.05588235294,3851.86666666667,3178.1318359375,3518.25170898438,0.153317385699279,0.0987635165389686,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.980121493339539,0.0198785066604614,0.970807731151581,0.0291922688484192
"43",3003,8050,2,1,1,0,1,0,0,0,0,0,6171.95230379273,6172.63963396696,6303.84858876948,5835.51056400936,4913.51332744492,4888.26601541086,4339.94039439157,4339.94250009146,5118.43181818182,5189.85185185185,3122.673828125,5339.72314453125,0.133895772836572,0.028150222653094,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.972291707992554,0.0277082920074463,0.966034293174744,0.0339657068252563
"44",2940,5850,3,1,2,1,1,0,1,0,0,0,5088.46506870727,5302.85425079359,5279.90320072466,5312.43360998564,4499.32765912832,4502.74395625347,4338.0546481038,4338.05058115344,4153.15384615385,3893.225,3267.28759765625,4358.224609375,0.148706027550387,0.094555707712986,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.987076103687286,0.0129238963127136,0.970807731151581,0.0291922688484192
"45",2940,4960,2,1,1,0,1,0,0,0,0,0,4650.14523269543,4853.19213283217,4776.80371660304,4852.44416445111,3714.05464326356,3744.83894002603,4338.20718288473,4338.19580321964,4153.15384615385,3641.05,3017.93139648438,3559.92016601562,0.130185802844795,0.0267521884837376,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.977393388748169,0.0226066112518311,0.966034293174744,0.0339657068252563
"46",2940,3660,4,1,2,0,0,0,0,0,0,0,4009.90277559948,4025.06047620399,3949.94103272805,4017.55245244629,3649.22587325221,3692.35389311664,4338.99473303045,4338.99267470157,3402.05588235294,3851.86666666667,3053.146484375,3518.25170898438,0.148706027550387,0.094555707712986,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.987076103687286,0.0129238963127136,0.970807731151581,0.0291922688484192
"47",2940,2700,2,1,1,0,0,0,0,0,0,0,3537.10834574401,3196.19649009825,3269.22605179717,3385.80304420942,2836.78065418593,2908.5459981588,4338.99752097576,4338.9965399927,3402.05588235294,2615.27954545455,2917.13134765625,2790.89501953125,0.130185802844795,0.0267521884837376,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.977393388748169,0.0226066112518311,0.966034293174744,0.0339657068252563
"48",2940,3150,3,1,2,0,0,0,0,0,0,0,3758.73073473876,3616.20033510002,3595.72728716778,3679.24295809515,3451.25696421257,3503.63291950944,4337.94693248589,4337.94850036468,3402.05588235294,3514.29166666667,3218.40673828125,3458.3359375,0.148706027550387,0.094555707712986,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.987076103687286,0.0129238963127136,0.970807731151581,0.0291922688484192
"49",2940,6615,3,1,2,0,1,0,0,0,0,0,5465.22312999835,5637.70642178056,5671.43055914796,5587.60977879075,4796.28102268779,4785.82541666428,4338.99753354628,4338.9965664878,5118.43181818182,5005,3139.78588867188,5048.18408203125,0.148706027550387,0.094555707712986,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.987076103687286,0.0129238963127136,0.970807731151581,0.0291922688484192
"50",2870,3630,2,1,1,0,1,0,0,0,0,0,3995.12794966649,4002.63539648657,3929.57025322038,3997.55264181944,3197.78278243469,3252.68424414841,4336.35186033222,4336.32836595377,3402.05588235294,3358.32,3302.93139648438,3045.12866210938,0.126166504876768,0.0252673056559084,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.98318338394165,0.0168166160583496,0.966034293174744,0.0339657068252563
"51",2870,6000,2,1,1,0,1,0,0,0,0,0,5162.33919837219,5371.83595565751,5359.65424757658,5375.72399083521,4117.75594797185,4129.68170973484,4349.83545733001,4350.01598567316,5118.43181818182,5005,3501.64013671875,4973.15966796875,0.126166504876768,0.0252673056559084,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.98318338394165,0.0168166160583496,0.966034293174744,0.0339657068252563
"52",2870,5400,4,1,2,0,1,0,0,0,0,0,4866.84267971252,5084.76734371727,5031.92525068742,5096.59150464369,4324.6492099757,4336.22545012946,4341.88653101312,4341.89137993937,4153.15384615385,3893.225,4201.9296875,4166.06787109375,0.14420974287358,0.0904815631697243,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.990410566329956,0.00958943367004395,0.970807731151581,0.0291922688484192
"53",2852.5,5200,4,1,3,0,1,0,0,0,0,0,4768.3438401593,4981.93884576846,4917.51199425385,4989.2855113306,4686.81220455965,4690.78564041209,4339.94039439157,4339.94250009146,4153.15384615385,3893.225,2977.4443359375,3976.60083007812,0.163116757324728,0.233819486214593,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.992547690868378,0.00745230913162231,0.951547503471375,0.0484524965286255
"54",2835,3300,3,1,2,1,0,0,0,0,0,0,3832.60486440368,3742.95024926254,3701.65276246416,3778.24015894854,3509.48311393011,3559.13908821744,4339.7878596107,4339.79727802547,3402.05588235294,3851.86666666667,2949.83715820312,3458.3359375,0.142004301665813,0.0884940367005994,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.991611540317535,0.0083884596824646,0.970807731151581,0.0291922688484192
"55",2835,4350,3,1,2,1,0,0,0,1,0,0,4349.7237720581,4495.6389854301,4402.41531195852,4473.70313047254,3917.0661619529,3947.68226917345,4339.9349772395,4339.93497716734,4153.15384615385,3641.05,3350.06396484375,4151.82373046875,0.142004301665813,0.0884940367005994,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.991611540317535,0.0083884596824646,0.970807731151581,0.0291922688484192
"56",2835,2640,2,1,1,1,0,0,0,0,0,0,3507.55869387804,3134.96623229717,3224.70374200653,3347.07829613508,2813.49019429891,2886.3435306756,4338.99752124771,4338.99654062255,3402.05588235294,2615.27954545455,2850.75805664062,2634.40869140625,0.124196958128761,0.0245511510561237,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.985276103019714,0.0147238969802856,0.966034293174744,0.0339657068252563
"57",2800,3960,3,1,1,0,1,0,0,0,0,0,4157.65103492931,4239.70936161924,4150.44973099487,4217.37859996723,3325.88031181328,3374.79781530601,4339.07108149692,4339.0700800357,3402.05588235294,3358.32,4609.48291015625,3427.794921875,0.122253855848677,0.0238521094753775,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.987217605113983,0.0127823948860168,0.966034293174744,0.0339657068252563
"58",2730,4000,3,1,2,1,1,0,0,0,0,0,4177.35080283996,4267.09282633545,4176.74475221212,4243.92619292418,3781.20514594531,3818.16787552145,4338.00403945837,4338.00236467885,3402.05588235294,3851.86666666667,3640.73999023438,3862.599609375,0.135556508662175,0.0827267190418072,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.992723882198334,0.00727611780166626,0.970807731151581,0.0291922688484192
"59",2695,4000,2,1,1,0,1,0,0,0,0,0,4177.35080283996,4267.09282633545,4176.74475221212,4243.92619292418,3341.40728507129,3389.59946029481,4337.7849490726,4337.79464709969,3402.05588235294,3358.32,3047.01293945312,3389.4765625,0.116580993024257,0.0218546161352081,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.987217605113983,0.0127823948860168,0.966034293174744,0.0339657068252563
"60",2660,3934,2,1,1,0,1,0,0,0,0,0,4144.84618578739,4221.76138009168,4133.30251619229,4200.10334570498,3315.78777919557,3365.17674606329,4338.60735270429,4338.58542833205,3402.05588235294,3358.32,2727.1201171875,3427.794921875,0.114741434285096,0.0212209919157041,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.988958120346069,0.0110418796539307,0.966034293174744,0.0339657068252563
"61",2660,2000,2,1,2,0,1,0,0,0,0,0,3192.36240730772,2378.52197271643,2735.32238332217,2937.57384556688,3004.85648304475,3078.08562608142,4338.99752124771,4338.99654062255,3402.05588235294,3514.29166666667,2672.95751953125,3079.79150390625,0.131396446052665,0.0790420111363169,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.993719339370728,0.00628066062927246,0.970807731151581,0.0291922688484192
"62",2660,3630,3,3,2,0,0,1,0,0,0,0,3995.12794966649,4002.63539648657,3929.57025322038,3997.55264181944,5917.78903943351,5878.73691214982,4336.64367931747,4336.60814379024,4129.04545454545,4129.04545454545,2757.27954101562,4658.6650390625,0.131396446052665,0.0790420111363169,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.993719339370728,0.00628066062927246,0.970807731151581,0.0291922688484192
"63",2660,2800,3,1,1,0,1,0,0,0,0,0,3586.35776552062,3295.2849300749,3342.91287570121,3450.54026998103,2875.59808733096,2945.5501106308,4339.83569652951,4339.8429386991,3402.05588235294,2615.27954545455,2691.06689453125,2967.501953125,0.114741434285096,0.0212209919157041,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.988958120346069,0.0110418796539307,0.966034293174744,0.0339657068252563
"64",2660,2430,3,1,1,0,0,0,0,0,0,0,3404.13491234715,2909.127878158,3067.04344774814,3212.12766983146,2731.97358469435,2808.6348944844,4338.99752124771,4338.99654062255,3402.05588235294,2615.27954545455,2645.11987304688,2606.6689453125,0.114741434285096,0.0212209919157041,0.847619047619048,0.152380952380952,0.847619047619048,0.152380952380952,0.988958120346069,0.0110418796539307,0.966034293174744,0.0339657068252563
